Group No;Group Name;Name;Sub Name;Repeater Call Sign;Gateway Call Sign;Frequency;Dup;Offset;Mode;TONE;Repeater Tone;RPT1USE;Position;Latitude;Longitude;UTC Offset
25;Sao Paulo;Duartina;;PY2KJH;;439,150000;DUP-;5,000000;FM;TONE;88,5Hz;YES;Approximate;-22,425817;-49,410533;-3:00
25;Sao Paulo;Duartina;VHF;PY2KGI;;146,770000;DUP-;0,600000;FM;TONE;77,0Hz;YES;Approximate;-22,425817;-49,410533;-3:00
25;Sao Paulo;ES do Pinhal;;PY2ASP;;145,490000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-22,194083;-46,750767;-3:00
25;Sao Paulo;Fernandopolis;;PY2KQV;;147,270000;DUP+;0,600000;FM;TONE;100,0Hz;YES;Approximate;-20,303667;-50,244500;-3:00
25;Sao Paulo;Garca;UHF;PY2KGI;;439,975000;DUP-;5,000000;FM;TONE;77,0Hz;YES;Approximate;-22,222217;-49,710250;-3:00
25;Sao Paulo;Guariba;;PY2KCG;;145,290000;DUP-;0,600000;FM;TONE;123,0Hz;YES;Approximate;-21,362333;-48,228000;-3:00
25;Sao Paulo;Indaiatuba;;PY2KBF;;147,060000;DUP+;0,600000;FM;TONE;88,5Hz;YES;Approximate;-23,070150;-47,207567;-3:00
25;Sao Paulo;Ipaussu;;PY2KFN;;145,310000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-23,054100;-49,621383;-3:00
25;Sao Paulo;Itanhaem;;PY2RCA I;;439,150000;DUP-;5,000000;FM;TONE;123,0Hz;YES;Approximate;-24,192150;-46,799300;-3:00
25;Sao Paulo;Itapec. da Serra;;PY2KBX;;146,610000;DUP-;0,600000;FM;TONE;123,0Hz;YES;Approximate;-23,717883;-46,848700;-3:00
25;Sao Paulo;Itapeva;;PY2KRU;;439,400000;DUP-;5,000000;FM;TONE;123,0Hz;YES;Approximate;-23,888500;-48,917667;-3:00
25;Sao Paulo;Itapevi;;PY2KBH C;PY2KBH G;145,430000;DUP-;0,600000;DV;OFF;88,5Hz;YES;Approximate;-23,541967;-46,925200;-3:00
25;Sao Paulo;Itatinga;;PY2KAD;;145,350000;DUP-;0,600000;FM;TONE;77,0Hz;YES;Approximate;-23,079133;-48,472667;-3:00
25;Sao Paulo;Jau;;PY2KCJ;;147,000000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-22,334983;-48,551917;-3:00
25;Sao Paulo;Joanopolis;;PY2KGV B;PY2KGV G;439,350000;DUP-;5,000000;DV;OFF;88,5Hz;YES;Approximate;-22,888583;-46,321933;-3:00
25;Sao Paulo;Joanopolis;;PY2KGV C;PY2KGV G;145,310000;DUP-;0,600000;DV;OFF;88,5Hz;YES;Approximate;-22,888583;-46,321933;-3:00
25;Sao Paulo;Jundiai;;PY2KDO;;147,330000;DUP+;0,600000;FM;TONE;74,4Hz;YES;Approximate;-23,199800;-46,880683;-3:00
25;Sao Paulo;Jundiai;;PY2KSP;;147,300000;DUP+;0,600000;FM;TONE;74,4Hz;YES;Approximate;-23,232000;-46,941000;-3:00
25;Sao Paulo;Limeira;;PY2APU 5;;439,700000;DUP-;5,000000;FM;TONE;85,4Hz;YES;Approximate;-22,564800;-47,402667;-3:00
25;Sao Paulo;Lins;;PY2KAL;;146,830000;DUP-;0,600000;FM;TONE;77,0Hz;YES;Approximate;-21,685400;-49,743800;-3:00
25;Sao Paulo;Lins;;PY2KLI;;145,210000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,685400;-49,743800;-3:00
25;Sao Paulo;Mairipora;;PY2APU 3;;147,030000;DUP+;0,600000;FM;TONE;127,3Hz;YES;Approximate;-23,318233;-46,585783;-3:00
25;Sao Paulo;Mairipora;;PY2KPE C;PY2KPE G;147,120000;DUP+;0,600000;DV;OFF;88,5Hz;YES;Approximate;-23,296100;-46,402767;-3:00
25;Sao Paulo;Mairipora;;PY2KPF;;146,850000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-23,317867;-46,587200;-3:00
25;Sao Paulo;Mairipora;;PY2KRG;;146,750000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-23,317867;-46,587200;-3:00
25;Sao Paulo;Mairipora;;PY2KRJ;;439,500000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-23,317867;-46,587200;-3:00
25;Sao Paulo;Mairipora;;PY2KRJ C;PY2KRJ G;147,180000;DUP+;0,600000;DV;OFF;88,5Hz;YES;Approximate;-23,359167;-46,527667;-3:00
25;Sao Paulo;Mairipora;;PY2LSP;;145,250000;DUP-;0,600000;FM;TONE;123,0Hz;YES;Approximate;-23,317833;-46,587167;-3:00
25;Sao Paulo;Marilia;;PY2KCL;;146,810000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-22,220167;-49,947467;-3:00
25;Sao Paulo;Maua;;PY2KEK;;147,000000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-23,664300;-46,458167;-3:00
25;Sao Paulo;Mococa;;PU2ZZZ;;145,550000;DUP-;0,000000;FM;OFF;88,5Hz;YES;Approximate;-21,467650;-47,003667;-5:00
25;Sao Paulo;Mococa;;PY2KCH C;PY2KCH G;146,850000;DUP-;0,600000;DV;OFF;88,5Hz;YES;Approximate;-21,474433;-47,003883;-3:00
25;Sao Paulo;Mogi das Cruzes;;PY2KMX;;146,730000;DUP-;0,600000;FM;TONE;136,5Hz;YES;Approximate;-23,485800;-46,208683;-3:00
25;Sao Paulo;Mogi das Cruzes;;PY2KPM;;439,275000;DUP-;5,000000;FM;TONE;127,3Hz;YES;Approximate;-23,532867;-46,202983;-3:00
25;Sao Paulo;Mogi Mirim;;PY2KAC;;146,710000;DUP-;0,600000;FM;TONE;82,5Hz;YES;Approximate;-22,401633;-46,944533;-3:00
25;Sao Paulo;Monte Alto;;PY2KDD;;145,430000;DUP-;0,600000;FM;TONE;100,0Hz;YES;Approximate;-21,262083;-48,497500;-3:00
25;Sao Paulo;Nazare Paulista;;PY2KEP;;439,875000;DUP-;5,000000;FM;TONE;123,0Hz;YES;Approximate;-23,296100;-46,402767;-3:00
25;Sao Paulo;Paraibuna;;PY2KCR;;145,450000;DUP-;0,600000;FM;TONE;67,0Hz;YES;Approximate;-23,383683;-45,661383;-3:00
25;Sao Paulo;Paraibuna;;PY2KCR C;PY2KCR G;147,090000;DUP+;0,600000;DV;OFF;88,5Hz;YES;Approximate;-23,509433;-45,679133;-3:00
25;Sao Paulo;Pardinho;;PY2KDM;;147,150000;DUP+;0,600000;FM;TONE;77,0Hz;YES;Approximate;-23,062517;-48,484000;-3:00
25;Sao Paulo;Parelheiros;;PY2RCA P;;147,390000;DUP+;0,600000;FM;TONE;123,0Hz;YES;Approximate;-23,736800;-46,714350;-3:00
25;Sao Paulo;Piedade;;PY2KPP;;145,410000;DUP-;0,600000;FM;TONE;123,0Hz;YES;Approximate;-23,813983;-47,461067;-3:00
25;Sao Paulo;Pindamonhangaba;;PY2KAS C;PY2KAS G;146,930000;DUP-;0,600000;DV;OFF;88,5Hz;YES;Approximate;-22,764000;-45,519650;-3:00
25;Sao Paulo;Pindamonhangaba;UHF;PY2KAS U;;439,850000;DUP-;5,000000;FM;TONE;79,7Hz;YES;Approximate;-22,764000;-45,519650;-3:00
25;Sao Paulo;Pindamonhangaba;VHF;PY2KAS V;;146,890000;DUP-;0,600000;FM;TONE;79,7Hz;YES;Approximate;-22,764000;-45,519650;-3:00
25;Sao Paulo;Piquete;;PY2KCC;;146,710000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-22,617700;-45,172267;-3:00
25;Sao Paulo;Piquete;;PY2KDB;;147,150000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-22,617700;-45,172267;-3:00
25;Sao Paulo;Piracicaba;;PY2KGD;;146,630000;DUP-;0,600000;FM;TONE;77,0Hz;YES;Approximate;-22,725383;-47,647800;-3:00
25;Sao Paulo;Piraju;;PY2KAG;;145,490000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-23,194200;-49,384783;-3:00
25;Sao Paulo;Ribeirao Preto;;PY2KAR;;146,670000;DUP-;0,600000;FM;TONE;82,5Hz;YES;Approximate;-21,177000;-47,838883;-3:00
25;Sao Paulo;Ribeirao Preto;;PY2KIK C;PY2KIK G;147,240000;DUP+;0,600000;DV;OFF;88,5Hz;YES;Approximate;-21,144167;-47,838867;-3:00
25;Sao Paulo;Santa Branca;;PY2KLH;;439,450000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-23,404117;-45,887483;-3:00
25;Sao Paulo;Santa Isabel;;PY2APU 2;;439,700000;DUP-;5,000000;FM;TONE;141,3Hz;YES;Approximate;-23,317267;-46,209400;-3:00
25;Sao Paulo;Santana Parnaiba;;PY2LAS;;146,650000;DUP-;0,600000;FM;TONE;103,5Hz;YES;Approximate;-23,497817;-46,966533;-3:00
25;Sao Paulo;Santa Rita P4;;PY2KSR;;145,210000;DUP-;0,600000;FM;TONE;74,4Hz;YES;Approximate;-21,683650;-47,426983;-3:00
25;Sao Paulo;Santa Salete;;PY2STS;;439,850000;DUP-;5,000000;FM;TONE;100,0Hz;YES;Approximate;-20,224167;-50,685667;-3:00
25;Sao Paulo;Santo Andre;UHF;PY2KSA;;439,600000;DUP-;5,000000;FM;TONE;123,0Hz;YES;Approximate;-23,769500;-46,436783;-3:00
25;Sao Paulo;Santo Andre;VHF;PY2KSA;;145,390000;DUP-;0,600000;FM;TONE;123,0Hz;YES;Approximate;-23,769500;-46,436783;-3:00
25;Sao Paulo;Santos;;PY2KFG;;146,630000;DUP-;0,600000;FM;TONE;123,0Hz;YES;Approximate;-23,964833;-46,362667;-3:00
25;Sao Paulo;Santos;;PY2KGS;;439,075000;DUP-;5,000000;FM;TONE;123,0Hz;YES;Approximate;-23,964833;-46,362167;-3:00
25;Sao Paulo;Santos;;PY2MRC B;PY2MRC G;439,775000;DUP-;5,000000;DV;OFF;88,5Hz;YES;Approximate;-23,961700;-46,328067;-3:00
25;Sao Paulo;Sao Carlos;;PY2KCI;;146,790000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-22,013800;-47,890883;-3:00
25;Sao Paulo;Sao Carlos;;PY2KFD;;146,650000;DUP-;0,600000;FM;TONE;77,0Hz;YES;Approximate;-22,018117;-47,856350;-3:00
25;Sao Paulo;Sao Carlos;;PY2KTC B;PY2KTC G;439,750000;DUP-;5,000000;DV;OFF;88,5Hz;YES;Approximate;-22,071433;-47,804033;-3:00
25;Sao Paulo;Sao Manuel;;PY2IBT;;147,210000;DUP+;0,600000;FM;TONE;77,0Hz;YES;Approximate;-22,733600;-48,628050;-3:00
25;Sao Paulo;Sao Manuel;;PY2KDN;;147,120000;DUP+;0,600000;FM;TONE;88,5Hz;YES;Approximate;-22,755467;-48,600267;-3:00
25;Sao Paulo;Sao Paulo;;;;145,250000;DUP-;0,600000;FM;TONE;123,0Hz;YES;Approximate;-23,555767;-46,639533;-3:00
25;Sao Paulo;Sao Paulo;;;;439,700000;DUP-;5,000000;FM;TONE;67,0Hz;YES;Approximate;-23,562900;-46,654700;-3:00
25;Sao Paulo;Sao Paulo;;PY2AA;;147,060000;DUP+;0,600000;FM;TONE;123,0Hz;YES;Approximate;-23,535433;-46,562100;-3:00
25;Sao Paulo;Sao Paulo;;PY2APU 1;;439,575000;DUP-;5,000000;FM;TONE;127,3Hz;YES;Approximate;-23,555767;-46,639533;-3:00
25;Sao Paulo;Sao Paulo;;PY2KGR;;439,400000;DUP-;5,000000;FM;TONE;74,4Hz;YES;Approximate;-23,562900;-46,654700;-3:00
25;Sao Paulo;Sao Paulo;;PY2KMA;;439,475000;DUP-;5,000000;FM;TONE;67,0Hz;YES;Approximate;-23,562900;-46,654700;-3:00
25;Sao Paulo;Sao Paulo;;PY2KMB;;439,725000;DUP-;5,000000;FM;TONE;77,0Hz;YES;Approximate;-23,562900;-46,654700;-3:00
25;Sao Paulo;Sao Paulo;;PY2KNF;;147,270000;DUP+;0,600000;FM;TONE;67,0Hz;YES;Approximate;-23,423650;-46,713700;-3:00
25;Sao Paulo;Sao Paulo;;PY2KPE;;439,650000;DUP-;5,000000;FM;TONE;123,0Hz;YES;Approximate;-23,562900;-46,654700;-3:00
25;Sao Paulo;Sao Paulo;;PY2KPE B;PY2KPE G;439,925000;DUP-;5,000000;DV;OFF;88,5Hz;YES;Approximate;-23,317750;-46,587200;-3:00
25;Sao Paulo;Sao Paulo;;PY2KRB;;439,050000;DUP-;5,000000;FM;TONE;67,0Hz;YES;Approximate;-23,416400;-46,708033;-3:00
25;Sao Paulo;Sao Paulo;;PY2KRP;;146,690000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-23,562900;-46,654700;-3:00
25;Sao Paulo;Sao Paulo;;PY2KRS C;PY2KRS G;146,710000;DUP-;0,600000;DV;OFF;88,5Hz;YES;Approximate;-23,596967;-46,731950;-3:00
25;Sao Paulo;Sao Paulo;;PY2KSM;;439,200000;DUP-;5,000000;FM;TONE;123,0Hz;YES;Approximate;-23,562900;-46,654700;-3:00
25;Sao Paulo;Sao Pedro;;PY2KDV;;146,730000;DUP-;0,600000;FM;TONE;77,0Hz;YES;Approximate;-22,505983;-47,949117;-3:00
25;Sao Paulo;S Bern. do Campo;;PY2RCA S;;147,150000;DUP+;0,600000;FM;TONE;123,0Hz;YES;Approximate;-23,714600;-46,521783;-3:00
25;Sao Paulo;S Cruz Palmeiras;UHF;PY2KTD;;439,625000;DUP-;5,000000;FM;TONE;77,0Hz;YES;Approximate;-21,758333;-47,241400;-3:00
25;Sao Paulo;S Cruz Palmeiras;VHF;PY2KTD;;145,350000;DUP-;0,600000;FM;TONE;77,0Hz;YES;Approximate;-21,758333;-47,241400;-3:00
25;Sao Paulo;Serra Negra;;PY2KAM;;146,910000;DUP-;0,600000;FM;TONE;82,5Hz;YES;Approximate;-22,618617;-46,676567;-3:00
25;Sao Paulo;Serra Negra;;PY2KDQ B;PY2KDQ G;439,900000;DUP-;5,000000;DV;OFF;88,5Hz;YES;Exact;-22,618667;-46,826500;-3:00
25;Sao Paulo;S Jose Rio Pardo;;PY2KID;;439,650000;DUP-;5,000000;FM;TONE;88,5Hz;YES;Approximate;-21,697517;-46,884167;-3:00
25;Sao Paulo;S Jose Rio Pardo;;PY2KPD;;146,970000;DUP-;0,600000;FM;TONE;74,4Hz;YES;Approximate;-21,595500;-46,888167;-3:00
25;Sao Paulo;S Jose Rio Preto;;PY2FEJ;;147,300000;DUP+;0,600000;FM;TONE;71,9Hz;YES;Approximate;-20,812683;-49,376533;-3:00
25;Sao Paulo;S Jose Rio Preto;;PY2FJE;;439,125000;DUP-;5,000000;FM;TONE;71,9Hz;YES;Approximate;-20,812683;-49,376533;-3:00
25;Sao Paulo;S Jose Rio Preto;;PY2KPC;;147,360000;DUP+;0,600000;FM;TONE;123,0Hz;YES;Approximate;-20,819333;-49,371500;-3:00
25;Sao Paulo;S Jose Rio Preto;;PY2KPG;;147,030000;DUP+;0,600000;FM;TONE;100,0Hz;YES;Approximate;-20,819333;-49,371500;-3:00
25;Sao Paulo;Sorocaba;UHF;PY2KPR;;439,450000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-23,506067;-47,456000;-3:00
25;Sao Paulo;Sorocaba;VHF;PY2KPR;;147,240000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-23,506067;-47,456000;-3:00
25;Sao Paulo;Taubate;;PY2APU 4;;439,175000;DUP-;5,000000;FM;TONE;127,3Hz;YES;Approximate;-23,025833;-45,556167;-3:00
25;Sao Paulo;Taubate;;PY2APU C;PY2APU G;147,030000;DUP+;0,600000;DV;OFF;88,5Hz;YES;Approximate;-23,026783;-45,526650;-3:00
25;Sao Paulo;Taubate;UHF;PY2KAP;;439,950000;DUP-;5,000000;FM;TONE;71,9Hz;YES;Approximate;-23,032167;-45,560367;-3:00
25;Sao Paulo;Taubate;VHF;PY2KAP;;146,770000;DUP-;0,600000;FM;TONE;71,9Hz;YES;Approximate;-23,032167;-45,560367;-3:00
25;Sao Paulo;Ubatuba;;PY2KDY;;439,100000;DUP-;5,000000;FM;TONE;123,0Hz;YES;Approximate;-23,454183;-45,041717;-3:00
25;Sao Paulo;Valinhos;;PY2KLM B;PY2KLM G;146,830000;DUP-;0,600000;DV;OFF;88,5Hz;YES;Approximate;-22,962600;-47,003700;-3:00
25;Sao Paulo;Valinhos;;PY2KVL B;PY2KVL G;439,725000;DUP-;5,000000;DV;OFF;88,5Hz;YES;Approximate;-22,968000;-46,952333;-3:00
25;Sao Paulo;Viradouro;;;;145,270000;DUP-;0,600000;FM;TONE;82,5Hz;YES;Approximate;-20,867833;-48,294333;-3:00
25;Sao Paulo;Votorantim;;PY2KAU;;147,030000;DUP+;0,600000;FM;TONE;74,4Hz;YES;Approximate;-23,540367;-47,443900;-3:00
25;Sao Paulo;Votuporanga;;PU2PHK B;PU2PHK G;439,000000;DUP+;0,000000;DV;OFF;88,5Hz;YES;Approximate;-20,417483;-49,984133;-3:00
25;Sao Paulo;Votuporanga;;PY2KAZ;;439,750000;DUP-;5,000000;FM;TONE;100,0Hz;YES;Approximate;-20,416833;-49,972833;-3:00
26;Sergipe;Aracaju;;;;145,090000;DUP-;0,000000;FM;OFF;88,5Hz;YES;Approximate;-10,909600;-37,074783;-3:00
26;Sergipe;Aracaju;;;;145,770000;DUP-;0,000000;FM;OFF;88,5Hz;YES;Approximate;-10,909600;-37,074783;-3:00
26;Sergipe;Aracaju;LABRE;PP6GS;;147,210000;DUP+;0,600000;FM;TONE;100,0Hz;YES;Approximate;-10,909600;-37,074783;-3:00
26;Sergipe;Aracaju;;PP6BY;;147,150000;DUP+;0,600000;FM;TONE;151,4Hz;YES;Approximate;-10,909600;-37,074783;-3:00
26;Sergipe;Barra Coqueiros;;PP6DIG;;439,500000;DUP-;5,000000;FM;TONE;67,0Hz;YES;Approximate;-10,905900;-37,027000;-3:00
26;Sergipe;Barra Coqueiros;;PP6KO;;145,370000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-10,881983;-37,004283;-3:00
26;Sergipe;Frei Paulo;LABRE;PP6AAB;;146,850000;DUP-;0,600000;FM;TONE;123,0Hz;YES;Approximate;-10,524167;-37,508167;-3:00
26;Sergipe;Itabaiana;;;;147,090000;DUP+;0,600000;FM;TONE;74,4Hz;YES;Approximate;-10,686400;-37,424800;-3:00
26;Sergipe;Itabaiana;;PP6BE;;145,430000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-10,686400;-37,424800;-3:00
26;Sergipe;N Sra da Gloria;;;;145,180000;OFF;0,000000;FM;TONE;100,0Hz;YES;Approximate;-10,217000;-37,422167;-3:00
26;Sergipe;N Sra do Socorro;;PP6DV  C;PP6DV  G;146,610000;DUP-;0,600000;DV;OFF;88,5Hz;YES;Approximate;-10,844100;-37,068400;-3:00
26;Sergipe;Salgado;;PP6GM;;145,150000;DUP-;0,000000;FM;OFF;88,5Hz;YES;Approximate;-11,026333;-37,476333;-3:00
26;Sergipe;Sto Amaro Brotas;;PP6OZ;;146,930000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-10,770283;-37,047767;-3:00
27;Tocantins;Palmas;;PQ2PWM;;146,830000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-10,168383;-48,331183;-3:00
7;Distrito Federal;Brasilia - MTD;VHF;PT2MTD C;PT2MTD G;146,610000;DUP-;0,600000;DV;OFF;88,5Hz;YES;Approximate;-15,970833;-48,054133;-3:00
13;Minas Gerais;Nova Lima;;PY4RCR C;PY4RCR G;147,000000;DUP+;0,600000;DV;OFF;88,5Hz;YES;Approximate;-19,956833;-43,825667;-3:00
16;Parana;Curitiba;;PY5AZA B;PY5AZA G;439,500000;DUP-;5,000000;DV;OFF;88,5Hz;YES;Approximate;-25,431583;-49,276100;-3:00
25;Sao Paulo;Atibaia;;PY2KJP B;PY2KJP G;439,675000;DUP-;5,000000;DV;OFF;88,5Hz;YES;Approximate;-23,122667;-46,504000;-3:00
25;Sao Paulo;Cerqueira Cesar;;PY2CQC;;145,250000;DUP-;0,600000;FM;TONE;77,0Hz;YES;Approximate;-23,069167;49,153500;-3:00
25;Sao Paulo;Joanopolis;UHF;PY2KGV;;439,350000;DUP-;5,000000;FM;TSQL;91,5Hz;YES;Approximate;-22,888583;-46,321933;-3:00
25;Sao Paulo;Joanopolis;VHF;PY2KGV;;145,310000;DUP-;0,600000;FM;TSQL;91,5Hz;YES;Approximate;-22,888583;-46,321933;-3:00
25;Sao Paulo;Mairipora;VHF;PY2KPE;;147,120000;DUP+;0,600000;FM;TONE;100,0Hz;YES;Approximate;-23,296100;-46,402767;-3:00
25;Sao Paulo;Valinhos;;PY2KLM;;146,830000;DUP-;0,600000;FM;TSQL;82,5Hz;YES;Approximate;-22,962600;-47,003700;-3:00
25;Sao Paulo;Valinhos;;PY2KVL;;439,725000;DUP-;5,000000;FM;TSQL;91,5Hz;YES;Approximate;-22,968000;-46,952333;-3:00
