Group No;Group Name;Name;Sub Name;Repeater Call Sign;Gateway Call Sign;Frequency;Dup;Offset;Mode;TONE;Repeater Tone;RPT1USE;Position;Latitude;Longitude;UTC Offset
1;Acre;Rio Branco;;PU8JAA;;146,520000;DUP-;0,000000;FM;OFF;88,5Hz;YES;Approximate;-9,986533;-67,843050;-5:00
2;Alagoas;Maceio;;PU7AAA;;146,520000;DUP-;0,000000;FM;OFF;88,5Hz;YES;Approximate;-9,666033;-35,735233;-3:00
3;Amapa;Macapa;;PQ8AA;;147,210000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;0,034517;-51,065700;-3:00
3;Amapa;Macapa;;PQ8AAA;;147,100000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;0,034517;-51,065700;-3:00
3;Amapa;Macapa;;PQ8AK;;146,810000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;0,034517;-51,065700;-3:00
3;Amapa;Macapa;;PQ8RAN;;146,630000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;0,034517;-51,065700;-3:00
4;Amazonas;Manaus;LABRE;PP8AAA;;146,910000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-3,123850;-60,020583;-4:00
4;Amazonas;Manaus;;PP8LAB;;146,950000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-3,123850;-60,020583;-4:00
5;Bahia;Araci;;PY6CDM;;439,150000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-11,336783;-38,963250;-3:00
5;Bahia;Camacari;;PY6AD;;145,210000;DUP-;0,600000;FM;TONE;123,0Hz;YES;Approximate;-12,693583;-38,323383;-3:00
5;Bahia;Camacari;;PY6MDC;;439,250000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-12,693583;-38,323383;-3:00
5;Bahia;Castro Alves;;PY6QG;;145,290000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-12,764383;-39,425733;-3:00
5;Bahia;Conde;;PY6MA;;147,390000;DUP+;0,600000;FM;TONE;88,5Hz;YES;Approximate;-11,826100;-37,635100;-3:00
5;Bahia;Entre Rios;;PY6ER;;145,270000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-11,943917;-38,081250;-3:00
5;Bahia;Feira de Santana;;PY6QB;;146,970000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-12,255383;-38,955683;-3:00
5;Bahia;Feira de Santana;;PY6VU;;147,270000;DUP+;0,600000;FM;TONE;88,5Hz;YES;Approximate;-12,255383;-38,955683;-3:00
5;Bahia;Porto Seguro;;PY6CG;;146,910000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-16,444350;-39,065350;-3:00
5;Bahia;Salvador;;PY6CQ;;146,950000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-12,996767;-38,473767;-3:00
5;Bahia;Salvador;;PY6CT;;146,670000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-12,996767;-38,473767;-3:00
5;Bahia;Salvador;;PY6MR;;146,610000;DUP-;0,600000;FM;TONE;100,0Hz;YES;Approximate;-12,996767;-38,473767;-3:00
5;Bahia;Santa Teresinha;;PY6BQ;;146,730000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-12,778800;-39,503433;-3:00
5;Bahia;Simoes Filho;;PY6RSF;;145,350000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-12,996767;-38,473767;-3:00
5;Bahia;Tanquinho;;PU6AAA;;145,000000;DUP-;0,000000;FM;OFF;88,5Hz;YES;Approximate;-11,975900;-39,104667;-3:00
6;Ceara;Caririacu;;PT7CAR;;439,050000;DUP-;5,000000;FM;TONE;67,0Hz;YES;Approximate;-7,039500;-39,211667;-3:00
6;Ceara;Caririacu;;PT7LDC;;147,240000;DUP+;0,600000;FM;TONE;79,7Hz;YES;Approximate;-7,039500;-39,211667;-3:00
6;Ceara;Fortaleza;;PT7LAB;;146,950000;DUP-;0,600000;FM;TONE;79,7Hz;YES;Approximate;-3,728333;-38,538883;-3:00
6;Ceara;Fortaleza;;PT7LOB;;439,950000;DUP-;5,000000;FM;TONE;67,0Hz;YES;Approximate;-3,726700;-38,528600;-3:00
6;Ceara;Fortaleza;;PT7RPX;;146,610000;DUP-;0,600000;FM;TONE;79,7Hz;YES;Approximate;-3,728600;-38,538883;-3:00
6;Ceara;Fortaleza;;PT7TEL;;145,290000;DUP-;0,600000;FM;TONE;79,7Hz;YES;Approximate;-3,724000;-38,537500;-3:00
6;Ceara;Guaramiranga;;PT7RPC;;146,750000;DUP-;0,600000;FM;TONE;79,7Hz;YES;Approximate;-4,208217;-38,974083;-3:00
6;Ceara;Guaramiranga;;PT7RPN;;439,200000;DUP-;5,000000;FM;TONE;67,0Hz;YES;Approximate;-4,208217;-38,974083;-3:00
6;Ceara;Iguatu;;PT7CPD;;147,000000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-6,383133;-39,125183;-3:00
6;Ceara;Itaicaba;;PT7BIT;;439,900000;DUP-;5,000000;FM;TONE;67,0Hz;YES;Approximate;-4,683833;-37,844500;-3:00
6;Ceara;Itaicaba;;PT7SAL;;145,230000;DUP-;0,600000;FM;TONE;79,7Hz;YES;Approximate;-4,683833;-37,844500;-3:00
6;Ceara;Itapipoca;;PT7ITA;;145,410000;DUP-;0,600000;FM;TONE;79,7Hz;YES;Approximate;-3,523667;-39,604833;-3:00
6;Ceara;Itapipoca;;PT7ITU;;439,700000;DUP-;5,000000;FM;TONE;67,0Hz;YES;Approximate;-3,523667;-39,604833;-3:00
6;Ceara;Juazeiro d Norte;;PT7SOB;;146,850000;DUP-;0,600000;FM;TONE;79,7Hz;YES;Approximate;-7,179500;-39,325667;-3:00
6;Ceara;Limoeiro d Norte;;PT7EDM;;145,210000;DUP-;0,600000;FM;TONE;79,7Hz;YES;Approximate;-5,193167;-38,053167;-3:00
6;Ceara;Maranguape;;PT7RMF;;439,950000;DUP-;5,000000;FM;TONE;67,0Hz;YES;Approximate;-3,970833;-38,642167;-3:00
6;Ceara;Meruoca;;PT7RPD;;145,250000;DUP+;0,600000;FM;TONE;79,7Hz;YES;Approximate;-3,601167;-40,459167;-3:00
6;Ceara;Meruoca;UHF;PT7NOR;;439,750000;DUP-;5,000000;FM;TONE;67,0Hz;YES;Approximate;-3,601167;-40,459167;-3:00
6;Ceara;Meruoca;VHF;PT7NOR;;147,270000;DUP+;0,600000;FM;TONE;88,5Hz;YES;Approximate;-3,601167;-40,459167;-3:00
6;Ceara;Oros;UHF;PT7RPA;;439,750000;DUP-;5,000000;FM;TONE;88,5Hz;YES;Approximate;-6,191333;-38,891833;-3:00
6;Ceara;Oros;VHF;PT7RPA;;145,450000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-6,191333;-38,891833;-3:00
6;Ceara;Quixeramobim;;PT7EOR;;146,730000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-5,096383;-39,249717;-3:00
6;Ceara;Quixeramobim;;PT7SOL;;145,350000;DUP-;0,600000;FM;TONE;79,7Hz;YES;Approximate;-5,068883;-39,267217;-3:00
6;Ceara;Tamboril;;PT7CRC;;145,390000;DUP-;0,600000;FM;TONE;79,7Hz;YES;Approximate;-4,835000;-40,156000;-3:00
6;Ceara;Tamboril;;PT7TAB;;439,025000;DUP-;5,000000;FM;TONE;67,0Hz;YES;Approximate;-4,835000;-40,156000;-3:00
6;Ceara;Ubajara;;PT7APA;;145,310000;DUP-;0,600000;FM;TONE;79,7Hz;YES;Approximate;-3,800500;-40,905833;-3:00
6;Ceara;Vicosa Ceara;;PT7NRK;;145,310000;DUP-;0,600000;FM;TONE;79,7Hz;YES;Approximate;-3,551167;-41,106667;-3:00
7;Distrito Federal;Brasilia - AAS;VHF;PT2AAS;;145,210000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - AAT;VHF;PT2AAT;;146,950000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - DIG;UHF;PT2DIG;;439,850000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - GPE;VHF;PT2GPE;;147,210000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - GPF;VHF;PT2GPF;;146,830000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - MTD;VHF;PT2MTD;;146,610000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - OKK;VHF;PT2OKK;;145,330000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - VHJ;VHF;PT2VHJ;;145,230000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - GDX;UHF;PT2GDX;;439,975000;DUP-;5,000000;FM;TONE;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - JWW;UHF;PT2JWW;;439,450000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - LRR;UHF;PT2LRR;;439,525000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - RAP;UHF;PT2RAP;;439,650000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - GDX;VHF;PT2GDX;;145,290000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - JWW;VHF;PT2JWW;;145,450000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - LRR;VHF;PT2LRR;;147,120000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
7;Distrito Federal;Brasilia - RAP;VHF;PT2RAP;;146,650000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-15,778483;-47,928683;-3:00
8;Espirito Santo;Colatina;;PP1RPT;;146,790000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-19,538400;-40,632700;-3:00
8;Espirito Santo;Domingos Martins;;PP1II;;145,250000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-20,362600;-40,659000;-3:00
8;Espirito Santo;Joao Neiva;;PP1AVJ;;147,390000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-19,933000;-40,595683;-3:00
8;Espirito Santo;Joao Neiva;;PP1MC;;145,210000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-19,830783;-40,361167;-3:00
8;Espirito Santo;Santa Teresa;;PP1STA;;145,270000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-19,989000;-40,578967;-3:00
8;Espirito Santo;Sao Mateus;;PP1LU;;145,470000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-18,716667;-39,859100;-3:00
8;Espirito Santo;Vila Velha;;PP1CG;;146,870000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-20,330467;-40,291900;-3:00
8;Espirito Santo;Vitoria;;PP1ARE;;147,330000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-20,294200;-40,301467;-3:00
9;Goias;Anapolis;;PP2PM;;147,150000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-16,328683;-48,952883;-3:00
9;Goias;Anapolis;;PP2PU;;146,970000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-16,328683;-48,952883;-3:00
9;Goias;Anapolis;;PP2SP;;146,790000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-16,404550;-48,978050;-3:00
9;Goias;Cristalina;;PP2CLK;;145,490000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-16,767783;-47,607200;-3:00
9;Goias;Goiania;;PP2ARK;;145,250000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-16,679500;-49,256300;-3:00
9;Goias;Goiania;;PP2CB;;146,710000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-16,704267;-49,108283;-3:00
9;Goias;Goiania;;PP2RGO;;146,910000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-16,704267;-49,108283;-3:00
9;Goias;Goiania;;PP2RGY;;145,370000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-16,679300;-49,256300;-3:00
9;Goias;Goiania;;PP2RPT;;147,000000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-16,686883;-49,264767;-3:00
9;Goias;Jandaia;;PP2GRG;;147,030000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-17,044000;-50,107883;-3:00
9;Goias;Senador Canedo;;PP2RX;;145,230000;DUP-;0,600000;FM;TONE;100,0Hz;YES;Approximate;-16,700133;-49,099933;-3:00
10;Maranhao;Bacabal;;PR8VHF;;147,120000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-4,221717;-44,780100;-3:00
10;Maranhao;Sao Luis;;PR8AAA;;147,330000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-2,555000;-44,336467;-3:00
10;Maranhao;Sao Luis;;PR8DSM;;146,950000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-2,555000;-44,336467;-3:00
10;Maranhao;Timon;;PR8RMP;;145,290000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-5,094967;-42,836883;-3:00
11;Mato Grosso;Cuiaba;;PY9MSJ;;146,710000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-15,599100;-56,095000;-4:00
12;Mato Grosso Sul;Aquidauana;;PT9CPK;;145,270000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-20,475500;-55,786567;-4:00
12;Mato Grosso Sul;Aquidauana;;PT9PAN;;145,330000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-20,475500;-55,786567;-4:00
12;Mato Grosso Sul;Campo Grande;;PT9CGD;;147,210000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-20,479533;-54,616350;-4:00
12;Mato Grosso Sul;Campo Grande;;PT9ICG;;147,180000;DUP+;0,600000;FM;TONE;74,4Hz;YES;Approximate;-20,418567;-54,562967;-4:00
12;Mato Grosso Sul;Dourados;UHF;PT9DDS;;439,600000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-22,235350;-54,819950;-4:00
12;Mato Grosso Sul;Dourados;VHF;PT9DDS;;146,610000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-22,235350;-54,819950;-4:00
12;Mato Grosso Sul;Maracaju;;PT9MJU;;147,150000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,631267;-55,293383;-4:00
12;Mato Grosso Sul;Nova Alv. do Sul;;PT9STL;;145,310000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,466800;-54,378883;-4:00
12;Mato Grosso Sul;Paranaiba;;PT9PBA;;147,090000;DUP+;0,600000;FM;TONE;100,0Hz;YES;Approximate;-19,690667;-51,175667;-4:00
13;Minas Gerais;Alfenas;;PY4KTD;;146,830000;DUP-;0,600000;FM;TONE;77,0Hz;YES;Approximate;-21,462000;-45,872883;-3:00
13;Minas Gerais;Astolfo Dutra;;PY4RFA;;147,330000;DUP+;0,600000;FM;TONE;71,9Hz;YES;Approximate;-21,333400;-42,858600;-3:00
13;Minas Gerais;Barbacena;;PY4SWM;;439,475000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-21,221950;-43,772433;-3:00
13;Minas Gerais;Barroso;;PY4BAR;;147,060000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,189800;-43,976683;-3:00
13;Minas Gerais;Belo Horizonte;;PY4RHC;;146,770000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-19,945400;-43,932700;-3:00
13;Minas Gerais;Belo Horizonte;;PY4ROP;;146,730000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-19,945400;-43,932700;-3:00
13;Minas Gerais;Belo Horizonte;;PY4RPF B;PY4RPF G;439,900000;DUP-;5,000000;DV;OFF;88,5Hz;YES;Approximate;-19,946100;-43,896650;-3:00
13;Minas Gerais;Belo Horizonte;;PY4RPW;;147,120000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-19,945400;-43,932700;-3:00
13;Minas Gerais;Belo Horizonte;;PY4RPZ;;439,975000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-19,945400;-43,932700;-3:00
13;Minas Gerais;Belo Horizonte;;PY4RVM;;146,870000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-19,945400;-43,932700;-3:00
13;Minas Gerais;Bom Sucesso;;PY4RBZ;;439,450000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-20,952717;-44,720417;-3:00
13;Minas Gerais;Bom Sucesso;;PY4RLB;;147,330000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-20,952717;-44,720417;-3:00
13;Minas Gerais;Bueno Brandao;;PY4RBB;;146,750000;DUP-;0,600000;FM;TONE;67,0Hz;YES;Approximate;-22,441900;-46,353583;-3:00
13;Minas Gerais;Caete;;PY4RMN;;147,360000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-19,884767;-43,665500;-3:00
13;Minas Gerais;Caete;;PY4RPR;;146,950000;DUP-;0,600000;FM;TONE;77,0Hz;YES;Approximate;-19,884767;-43,665500;-3:00
13;Minas Gerais;Caete;;PY4RPX;;439,950000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-19,884767;-43,665500;-3:00
13;Minas Gerais;Camanducaia;;PY4REG;;439,250000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-22,630100;-46,019400;-3:00
13;Minas Gerais;Campo Belo;;PY4RC;;146,710000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-20,855667;-45,270983;-3:00
13;Minas Gerais;Caratinga;;PY4RCA;;146,710000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-19,790367;-42,139300;-3:00
13;Minas Gerais;Carmo da Mata;;PY4RDV;;146,850000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-20,590783;-44,852100;-3:00
13;Minas Gerais;Corrego B. Jesus;;PY4KBH C;PY4KBH G;145,430000;DUP-;0,600000;DV;OFF;88,5Hz;YES;Approximate;-22,688167;-45,955667;-3:00
13;Minas Gerais;Corrego B. Jesus;;PY4RSD;;147,210000;DUP+;0,600000;FM;TONE;67,0Hz;YES;Approximate;-22,630100;-46,019400;-3:00
13;Minas Gerais;Divinopolis;;PY4REP;;146,750000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-20,145067;-44,891600;-3:00
13;Minas Gerais;Estiva;;PY4ALV B;PY4ALV G;439,750000;DUP-;5,000000;DV;OFF;88,5Hz;YES;Approximate;-22,422000;-46,003167;-3:00
13;Minas Gerais;Extrema;;PY4FA;;146,870000;DUP-;0,600000;FM;TONE;82,5Hz;YES;Approximate;-22,880817;-46,307750;-3:00
13;Minas Gerais;Extrema;;PY4RE;;439,125000;DUP-;5,000000;FM;TONE;91,5Hz;YES;Approximate;-22,864850;-46,298300;-3:00
13;Minas Gerais;Formiga;;PY4FGA;;145,470000;DUP-;0,600000;FM;TONE;82,5Hz;YES;Approximate;-20,465333;-45,425383;-3:00
13;Minas Gerais;Formiga;;PY4RUF;;439,500000;DUP-;5,000000;FM;TONE;82,5Hz;YES;Approximate;-20,465333;-45,425383;-3:00
13;Minas Gerais;Gov. Valadares;;PY4RPT;;145,290000;DUP-;0,600000;FM;TONE;82,5Hz;YES;Approximate;-18,850500;-41,948100;-3:00
13;Minas Gerais;Ipanema;;PY4REO;;147,090000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-19,874300;-41,722167;-3:00
13;Minas Gerais;Ipatinga;;PY4RJI;;145,390000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-19,468200;-42,536700;-3:00
13;Minas Gerais;Ipatinga;;PY4VDA;;147,330000;DUP+;0,600000;FM;TONE;88,5Hz;YES;Approximate;-19,463167;-42,559233;-3:00
13;Minas Gerais;Itajuba;;PY4RIT;;146,690000;DUP-;0,600000;FM;TONE;97,4Hz;YES;Approximate;-22,426900;-45,452883;-3:00
13;Minas Gerais;Jaboticatubas;;PY4RML;;439,975000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-19,517083;-43,747600;-3:00
13;Minas Gerais;Jaboticatubas;;PY4RSC;;147,390000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-19,517083;-43,747600;-3:00
13;Minas Gerais;Jacutinga;;PY4RJB;;145,410000;DUP-;0,600000;FM;TONE;77,0Hz;YES;Approximate;-22,215833;-46,624717;-3:00
13;Minas Gerais;Jacutinga;UHF;PY4RTR;;439,075000;DUP-;5,000000;FM;TONE;67,0Hz;YES;Approximate;-22,306600;-46,635383;-3:00
13;Minas Gerais;Jacutinga;VHF;PY4RTR;;145,290000;DUP-;0,600000;FM;TONE;67,0Hz;YES;Approximate;-22,306600;-46,635383;-3:00
13;Minas Gerais;Lavras;;PY4RSB;;146,670000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,245800;-44,999800;-3:00
13;Minas Gerais;Mariana;;PY4RMA;;439,800000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-20,385200;-43,503700;-3:00
13;Minas Gerais;Mateus Leme;;PY4RSE;;147,270000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-19,989500;-44,431400;-3:00
13;Minas Gerais;Matutina;;PY4RTG;;145,330000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-19,266833;-45,972500;-3:00
13;Minas Gerais;Mirai;;PY4RPP;;147,300000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,208200;-42,628883;-3:00
13;Minas Gerais;Monte Siao;;PY4RMS;;145,200000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-22,433300;-46,572283;-3:00
13;Minas Gerais;Natercia;;PY4RNM;;146,650000;DUP-;0,600000;FM;TONE;67,0Hz;YES;Approximate;-22,086550;-45,494783;-3:00
13;Minas Gerais;Nova Lima;;PY4RPV B;PY4RPV G;439,850000;DUP-;5,000000;DV;OFF;88,5Hz;YES;Approximate;-19,956833;-43,825667;-3:00
13;Minas Gerais;Onca de Pitangui;;PY4FYP;;439,975000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-19,730617;-44,806750;-3:00
13;Minas Gerais;Onca de Pitangui;;PY4RLD;;439,750000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-19,742067;-44,757300;-3:00
13;Minas Gerais;Onca de Pitangui;;PY4RRP;;145,490000;DUP-;0,600000;FM;TONE;110,9Hz;YES;Approximate;-19,696667;-44,721950;-3:00
13;Minas Gerais;Ouro Branco;;PY4RLA;;145,390000;DUP-;0,600000;FM;TONE;82,5Hz;YES;Approximate;-20,659700;-43,785483;-3:00
13;Minas Gerais;Ouro Preto;;PY4RDI B;PY4RDI G;439,100000;DUP-;5,000000;DV;OFF;88,5Hz;YES;Approximate;-20,402200;-43,510550;-3:00
13;Minas Gerais;Paracatu;;PY4GDC;;146,850000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-17,222467;-46,875167;-3:00
13;Minas Gerais;Paracatu;;PY4GDE;;146,630000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-17,222467;-46,875167;-3:00
13;Minas Gerais;Paraisopolis;;PY4RRM;;146,790000;DUP-;0,600000;FM;TONE;82,5Hz;YES;Approximate;-22,534583;-45,818683;-3:00
13;Minas Gerais;Patrocinio;;PY4RPB;;146,810000;DUP-;0,600000;FM;TONE;71,9Hz;YES;Approximate;-18,900933;-46,969650;-3:00
13;Minas Gerais;Patrocinio;;PY4RWL;;439,950000;DUP-;5,000000;FM;TONE;67,0Hz;YES;Approximate;-18,900933;-46,969650;-3:00
13;Minas Gerais;Pocos de Caldas;;PY4POC;;147,180000;DUP+;0,600000;FM;TONE;91,5Hz;YES;Approximate;-21,733333;-46,582167;-3:00
13;Minas Gerais;Pocos de Caldas;;PY4RFM C;PY4RFM G;146,610000;DUP-;0,600000;DV;OFF;88,5Hz;YES;Approximate;-21,733333;-46,582167;-3:00
13;Minas Gerais;Pouso Alegre;;PY4KDA B;PY4KDA G;439,475000;DUP-;5,000000;DV;OFF;88,5Hz;YES;Approximate;-22,387000;-45,952667;-3:00
13;Minas Gerais;Rio Pomba;;PY4ARP;;147,240000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,265800;-43,167900;-3:00
13;Minas Gerais;Sao Joao del Rei;;PY4RCK;;439,200000;DUP-;5,000000;FM;TONE;82,5Hz;YES;Approximate;-21,136483;-44,261783;-3:00
13;Minas Gerais;Sao Joao del Rei;;PY4RCV;;146,630000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,136483;-44,261783;-3:00
13;Minas Gerais;Sao Joao del Rei;;PY4RSJ;;146,810000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,136483;-44,261783;-3:00
13;Minas Gerais;Sete Lagoas;;PY4RCL;;147,030000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-19,467683;-44,248100;-3:00
13;Minas Gerais;S Gon do Sapucai;;PY4RZD;;147,060000;DUP+;0,600000;FM;TONE;77,0Hz;YES;Approximate;-21,976933;-45,443333;-3:00
13;Minas Gerais;S Seb Bela Vista;;PY4KID B;PY4KID G;439,650000;DUP-;5,000000;DV;OFF;88,5Hz;YES;Approximate;-22,159167;-45,754833;-3:00
13;Minas Gerais;Teofilo Otoni;;PY4BO;;146,730000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-17,860833;-41,508967;-3:00
13;Minas Gerais;Uba;;PY4RUA;;439,375000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-21,121267;-42,943500;-3:00
13;Minas Gerais;Uba;;PY4RUB;;145,470000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-21,121267;-42,943500;-3:00
13;Minas Gerais;Uberaba;;PY4UAU;;145,210000;DUP-;0,600000;FM;TONE;151,4Hz;YES;Approximate;-19,759433;-47,956383;-3:00
13;Minas Gerais;Uberlandia;;PY4RUL;;145,350000;DUP-;0,600000;FM;TONE;79,7Hz;YES;Approximate;-18,916383;-48,254150;-3:00
13;Minas Gerais;Vicosa;;PY4RVI;;147,210000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-20,756133;-42,880000;-3:00
14;Para;Belem;;PY8RCP;;145,450000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-1,433467;-48,463117;-3:00
15;Paraiba;Campina Grande;;PR7CD;;146,850000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-7,230500;-35,881400;-3:00
15;Paraiba;Campina Grande;;PU7EAA;;145,000000;DUP-;0,000000;FM;OFF;88,5Hz;YES;Approximate;-7,230500;-35,881400;-3:00
